Year,Age,Deaths,Region,Pop,Mortality rate
2018,42,790.4,Italia,910933,0.0008676818163355592
2018,43,790.4,Italia,948160,0.0008336145798177523
2018,44,790.4,Italia,942507,0.0008386144612188556
2018,45,1382.2,Italia,952006,0.0014518816057881988
2018,46,1382.2,Italia,961551,0.0014374692554009097
2018,47,1382.2,Italia,953283,0.0014499366924617348
2018,48,1382.2,Italia,979137,0.0014116512806685887
2018,49,1382.2,Italia,972309,0.0014215645437818637
2018,50,2319.6,Italia,975914,0.002376848779708048
2018,51,2319.6,Italia,984888,0.002355191656310159
2018,52,2319.6,Italia,982355,0.002361264512319884
2018,53,2319.6,Italia,994884,0.002331528097748079
2018,54,2319.6,Italia,932941,0.002486330861222735
2018,55,3287.0,Italia,900730,0.00364926226505168
2018,56,3287.0,Italia,882238,0.0037257520079615703
2018,57,3287.0,Italia,853804,0.003849829703304271
2018,58,3287.0,Italia,832470,0.003948490636299206
2018,59,3287.0,Italia,794366,0.004137891098058074
2018,60,4628.0,Italia,785725,0.005890101498615928
2018,61,4628.0,Italia,768463,0.006022410968387548
2018,62,4628.0,Italia,752539,0.006149847383324984
2018,63,4628.0,Italia,739734,0.0062563029413275585
2018,64,4628.0,Italia,703998,0.006573882312165659
2018,65,6815.2,Italia,690949,0.009863535514198588
2018,66,6815.2,Italia,686750,0.009923844193665817
2018,67,6815.2,Italia,709213,0.009609524924106015
2018,68,6815.2,Italia,710430,0.009593063355995664
2018,69,6815.2,Italia,737434,0.009241776213193316
2018,70,9917.4,Italia,716867,0.013834365370424359
2018,71,9917.4,Italia,711884,0.013931202274527873
2018,72,9917.4,Italia,544914,0.01819993613671148
2018,73,9917.4,Italia,555637,0.017848703380084478
2018,74,9917.4,Italia,554591,0.017882367366221234
2018,75,15095.8,Italia,544466,0.027725881873248284
2018,76,15095.8,Italia,540220,0.027943800673799563
2018,77,15095.8,Italia,584625,0.02582133846482788
2018,78,15095.8,Italia,564036,0.026763894503187738
2018,79,15095.8,Italia,534369,0.028249767482769396
2018,80,21768.0,Italia,480635,0.04529008499172969
2018,81,21768.0,Italia,435869,0.049941610896852034
2018,82,21768.0,Italia,427083,0.05096901539045104
2018,83,21768.0,Italia,394210,0.05521929935821009
2018,84,21768.0,Italia,361140,0.06027579332114969
2018,85,27035.4,Italia,326547,0.08279175738867606
2018,86,27035.4,Italia,301039,0.08980696853231641
2018,87,27035.4,Italia,283301,0.09542994906477563
2018,88,27035.4,Italia,232485,0.11628879282534357
2018,89,27035.4,Italia,200576,0.134788808232291
2018,90,21884.2,Italia,170375,0.1284472487160675
2018,91,21884.2,Italia,139570,0.1567973060113205
2018,92,21884.2,Italia,112976,0.19370662795638013
2018,93,21884.2,Italia,89705,0.24395741597458337
2018,94,21884.2,Italia,70644,0.3097814393295963
2018,95,8437.333333333334,Italia,52226,0.161554270542131
2018,96,8437.333333333334,Italia,38707,0.2179795213613386
2018,97,8437.333333333334,Italia,27307,0.30898060326412036
2018,98,8437.333333333334,Italia,12695,0.664618616253118
2018,99,8437.333333333334,Italia,6689,1.2613743957741568
2018,100,8437.333333333334,Italia,14984,0.5630895177077773
2019,0,247.8,Italia,431007,0.0005749326577062553
2019,1,247.8,Italia,455746,0.0005437239163920254
2019,2,247.8,Italia,470813,0.0005263236146835368
2019,3,247.8,Italia,482946,0.0005131008435725734
2019,4,247.8,Italia,498240,0.0004973506743737958
2019,5,29.8,Italia,507118,5.8763443616673045e-05
2019,6,29.8,Italia,529609,5.626792596047273e-05
2019,7,29.8,Italia,537809,5.541000615460136e-05
2019,8,29.8,Italia,553691,5.382063280782964e-05
2019,9,29.8,Italia,563046,5.2926403881743236e-05
2019,10,42.0,Italia,569271,7.377856943353869e-05
2019,11,42.0,Italia,567812,7.396814438581784e-05
2019,12,42.0,Italia,568576,7.386875281404773e-05
2019,13,42.0,Italia,565035,7.433167856858425e-05
2019,14,42.0,Italia,571168,7.353353129026836e-05
2019,15,110.0,Italia,566861,0.00019405109894665536
2019,16,110.0,Italia,563617,0.00019516799528758005
2019,17,110.0,Italia,570790,0.0001927153594141453
2019,18,110.0,Italia,586873,0.00018743407858258943
2019,19,110.0,Italia,585535,0.0001878623822657911
2019,20,162.8,Italia,592118,0.0002749451967344347
2019,21,162.8,Italia,590127,0.0002758728205962446
2019,22,162.8,Italia,591595,0.00027518826224021505
2019,23,162.8,Italia,590504,0.000275696692994459
2019,24,162.8,Italia,597963,0.00027225764804845787
2019,25,199.0,Italia,610365,0.00032603442202616467
2019,26,199.0,Italia,636390,0.00031270133094486084
2019,27,199.0,Italia,634599,0.0003135838537407087
2019,28,199.0,Italia,647713,0.0003072348401220911
2019,29,199.0,Italia,646532,0.0003077960564983636
2019,30,246.2,Italia,661682,0.0003720820575442584
2019,31,246.2,Italia,648958,0.0003793774019273974
2019,32,246.2,Italia,652430,0.0003773584905660377
2019,33,246.2,Italia,672536,0.00036607705758502147
2019,34,246.2,Italia,684894,0.00035947168466945247
2019,35,383.0,Italia,696965,0.0005495254424540688
2019,36,383.0,Italia,720821,0.0005313385708795943
2019,37,383.0,Italia,725890,0.0005276281530259406
2019,38,383.0,Italia,743989,0.0005147925574168435
2019,39,383.0,Italia,767068,0.0004993038426840906
2019,40,748.6,Italia,808091,0.000926380816021958
2019,41,748.6,Italia,833979,0.0008976245205215
2019,42,748.6,Italia,870585,0.0008598815738842273
2019,43,748.6,Italia,911068,0.0008216730255041336
2019,44,748.6,Italia,948308,0.0007894059735866406
2019,45,1335.0,Italia,942526,0.0014164065500580356
2019,46,1335.0,Italia,951644,0.0014028355141208267
2019,47,1335.0,Italia,960873,0.001389361549341068
2019,48,1335.0,Italia,952392,0.0014017337398886172
2019,49,1335.0,Italia,977845,0.0013652470483563345
2019,50,2221.0,Italia,970952,0.002287445723372525
2019,51,2221.0,Italia,974426,0.002279290577221872
2019,52,2221.0,Italia,983002,0.002259405372522131
2019,53,2221.0,Italia,980231,0.0022657924509630893
2019,54,2221.0,Italia,992363,0.0022380923109789463
2019,55,3299.8,Italia,930364,0.003546783839443487
2019,56,3299.8,Italia,898112,0.0036741519988598304
2019,57,3299.8,Italia,879334,0.0037526127728485423
2019,58,3299.8,Italia,850679,0.0038790189954142516
2019,59,3299.8,Italia,828928,0.00398080412291538
2019,60,4583.8,Italia,790780,0.005796555299830548
2019,61,4583.8,Italia,781577,0.005864809225450596
2019,62,4583.8,Italia,764192,0.005998230811105063
2019,63,4583.8,Italia,747881,0.006129049942437367
2019,64,4583.8,Italia,734624,0.006239654571590365
2019,65,6545.0,Italia,698687,0.009367570886534313
2019,66,6545.0,Italia,685459,0.009548346436475412
2019,67,6545.0,Italia,680430,0.009618917449260026
2019,68,6545.0,Italia,701821,0.009325739754153836
2019,69,6545.0,Italia,702312,0.009319219947829454
2019,70,10091.8,Italia,728090,0.013860649095578843
2019,71,10091.8,Italia,706643,0.014281327346340371
2019,72,10091.8,Italia,700442,0.014407759671750122
2019,73,10091.8,Italia,535439,0.01884771187754347
2019,74,10091.8,Italia,544806,0.018523657962650923
2019,75,14568.0,Italia,542572,0.02684989273313035
2019,76,14568.0,Italia,531505,0.02740896134561293
2019,77,14568.0,Italia,525763,0.027708302029621712
2019,78,14568.0,Italia,567636,0.02566433418599243
2019,79,14568.0,Italia,545322,0.026714491621464016
2019,80,21903.6,Italia,514429,0.04257847049835837
2019,81,21903.6,Italia,460163,0.047599654904892395
2019,82,21903.6,Italia,414713,0.05281628499709437
2019,83,21903.6,Italia,403674,0.05426061623983709
2019,84,21903.6,Italia,369736,0.0592411883073328
2019,85,27320.0,Italia,335183,0.08150771369669703
2019,86,27320.0,Italia,300229,0.09099720546649391
2019,87,27320.0,Italia,273375,0.09993598536808414
2019,88,27320.0,Italia,254237,0.10745878845329358
2019,89,27320.0,Italia,204776,0.133414071961558
2019,90,22100.0,Italia,173875,0.12710280373831775
2019,91,22100.0,Italia,145270,0.1521305155916569
2019,92,22100.0,Italia,116481,0.189730513989406
2019,93,22100.0,Italia,92323,0.23937696998581068
2019,94,22100.0,Italia,71496,0.3091082018574466
2019,95,8955.166666666666,Italia,54883,0.16316831562900472
2019,96,8955.166666666666,Italia,39836,0.22480085015229104
2019,97,8955.166666666666,Italia,28842,0.3104904884081085
2019,98,8955.166666666666,Italia,19650,0.4557336726039016
2019,99,8955.166666666666,Italia,8985,0.9966796512706362
2019,100,8955.166666666666,Italia,14132,0.6336800641569958
2020,0,227.0,Italia,414974,0.0005470222230790362
2020,1,227.0,Italia,436785,0.0005197064917522351
2020,2,227.0,Italia,457314,0.0004963766689845489
2020,3,227.0,Italia,471696,0.0004812421559648587
2020,4,227.0,Italia,483769,0.00046923221620236106
2020,5,29.8,Italia,499144,5.9702210183834725e-05
2020,6,29.8,Italia,507291,5.8743403687429896e-05
2020,7,29.8,Italia,529473,5.628237889373018e-05
2020,8,29.8,Italia,537902,5.5400426099921546e-05
2020,9,29.8,Italia,554146,5.377644158759605e-05
2020,10,43.6,Italia,562764,7.747474962861875e-05
2020,11,43.6,Italia,569337,7.658030305425434e-05
2020,12,43.6,Italia,568025,7.675718498305532e-05
2020,13,43.6,Italia,569063,7.661717595415622e-05
2020,14,43.6,Italia,565871,7.704936284064743e-05
2020,15,97.8,Italia,572210,0.00017091627199804268
2020,16,97.8,Italia,568006,0.00017218127977521364
2020,17,97.8,Italia,565389,0.00017297825037275222
2020,18,97.8,Italia,574707,0.00017017367110545026
2020,19,97.8,Italia,590744,0.00016555394553309047
2020,20,147.4,Italia,587458,0.0002509115545281535
2020,21,147.4,Italia,593017,0.00024855948480397694
2020,22,147.4,Italia,590999,0.0002494082054284356
2020,23,147.4,Italia,592782,0.0002486580226795011
2020,24,147.4,Italia,591632,0.0002491413581415475
2020,25,179.2,Italia,598620,0.00029935518358892115
2020,26,179.2,Italia,610326,0.00029361357700638676
2020,27,179.2,Italia,636742,0.00028143266817643565
2020,28,179.2,Italia,635013,0.0002821989471081694
2020,29,179.2,Italia,647793,0.00027663157829738817
2020,30,245.4,Italia,646752,0.00037943446637969425
2020,31,245.4,Italia,661651,0.00037089039387834375
2020,32,245.4,Italia,649095,0.0003780648441291337
2020,33,245.4,Italia,652402,0.0003761484483493306
2020,34,245.4,Italia,672541,0.00036488481743120497
2020,35,391.4,Italia,685014,0.0005713751835728904
2020,36,391.4,Italia,696978,0.0005615672230687339
2020,37,391.4,Italia,720776,0.0005430258499173113
2020,38,391.4,Italia,725693,0.0005393465280772999
2020,39,391.4,Italia,743730,0.0005262662525378834
2020,40,732.2,Italia,766871,0.0009547890062344254
2020,41,732.2,Italia,807492,0.000906758209369257
2020,42,732.2,Italia,833206,0.0008787742767094813
2020,43,732.2,Italia,869464,0.0008421280237019589
2020,44,732.2,Italia,910431,0.000804234477956045
2020,45,1392.4,Italia,947191,0.001470030859668219
2020,46,1392.4,Italia,941384,0.0014790988587016563
2020,47,1392.4,Italia,950417,0.0014650411345756653
2020,48,1392.4,Italia,959708,0.0014508579692989953
2020,49,1392.4,Italia,951065,0.0014640429413341886
2020,50,2407.8,Italia,976325,0.002466186976672727
2020,51,2407.8,Italia,968981,0.0024848784444689836
2020,52,2407.8,Italia,972528,0.0024758156063372986
2020,53,2407.8,Italia,980815,0.0024548972028364167
2020,54,2407.8,Italia,978055,0.002461824744007239
2020,55,3674.4,Italia,990171,0.003710874182338202
2020,56,3674.4,Italia,927825,0.003960229569153666
2020,57,3674.4,Italia,895469,0.004103324626536485
2020,58,3674.4,Italia,876379,0.004192706580143979
2020,59,3674.4,Italia,847647,0.00433482334037636
2020,60,5276.0,Italia,825539,0.006390976077447583
2020,61,5276.0,Italia,787331,0.0067011206214413
2020,62,5276.0,Italia,777491,0.006785930640997774
2020,63,5276.0,Italia,759731,0.006944563273053226
2020,64,5276.0,Italia,743258,0.007098477244779067
2020,65,7537.6,Italia,729584,0.010331366915941139
2020,66,7537.6,Italia,693488,0.010869113813072468
2020,67,7537.6,Italia,679502,0.011092829748845479
2020,68,7537.6,Italia,673956,0.011184112909448094
2020,69,7537.6,Italia,694484,0.010853525783171392
2020,70,12394.6,Italia,694140,0.017856052093237675
2020,71,12394.6,Italia,718819,0.01724300554103328
2020,72,12394.6,Italia,696577,0.017793582044770356
2020,73,12394.6,Italia,689079,0.01798719740407123
2020,74,12394.6,Italia,525745,0.023575307420897966
2020,75,16640.8,Italia,533883,0.03116937606179631
2020,76,16640.8,Italia,530624,0.031360812929682784
2020,77,16640.8,Italia,518346,0.03210365277247244
2020,78,16640.8,Italia,511316,0.032545040640230304
2020,79,16640.8,Italia,549844,0.030264584136591468
2020,80,26271.2,Italia,526084,0.049937272374753844
2020,81,26271.2,Italia,493871,0.05319445766202106
2020,82,26271.2,Italia,439070,0.05983373949484137
2020,83,26271.2,Italia,392934,0.0668590653901164
2020,84,26271.2,Italia,379577,0.06921178048195754
2020,85,31697.6,Italia,344257,0.09207539715968012
2020,86,31697.6,Italia,308797,0.10264866562822825
2020,87,31697.6,Italia,273406,0.11593600725660738
2020,88,31697.6,Italia,245503,0.12911288253096703
2020,89,31697.6,Italia,224661,0.14109079902608818
2020,90,26133.8,Italia,178020,0.14680260644871362
2020,91,26133.8,Italia,148233,0.17630217293045408
2020,92,26133.8,Italia,121373,0.21531806909279658
2020,93,26133.8,Italia,95283,0.2742755790644711
2020,94,26133.8,Italia,73451,0.3557991041646812
2020,95,10452.833333333334,Italia,55649,0.18783506142668033
2020,96,10452.833333333334,Italia,41447,0.252197585671661
2020,97,10452.833333333334,Italia,29302,0.3567276408891316
2020,98,10452.833333333334,Italia,20560,0.508406290531777
2020,99,10452.833333333334,Italia,13421,0.7788416163723518
2020,100,10452.833333333334,Italia,14804,0.7060816896334324
2021,0,220.2,Italia,404956,0.0005437627791661316
2021,1,220.2,Italia,423269,0.0005202365398836201
2021,2,220.2,Italia,443571,0.000496425600411208
2021,3,220.2,Italia,464239,0.00047432464743375714
2021,4,220.2,Italia,480475,0.00045829647744419585
2021,5,30.0,Italia,493318,6.081270093529934e-05
2021,6,30.0,Italia,501031,5.987653458568432e-05
2021,7,30.0,Italia,510437,5.8773168872946125e-05
2021,8,30.0,Italia,532059,5.638472425050605e-05
2021,9,30.0,Italia,541495,5.540217361194471e-05
2021,10,45.4,Italia,557192,8.147999253399187e-05
2021,11,45.4,Italia,566257,8.0175609308141e-05
2021,12,45.4,Italia,573063,7.922340126652741e-05
2021,13,45.4,Italia,572003,7.937021309328796e-05
2021,14,45.4,Italia,573180,7.920722984053875e-05
2021,15,114.6,Italia,570115,0.00020101207651087937
2021,16,114.6,Italia,574780,0.00019938063258986046
2021,17,114.6,Italia,569673,0.00020116803850630098
2021,18,114.6,Italia,566163,0.0002024152055150195
2021,19,114.6,Italia,576282,0.00019886097431465844
2021,20,153.8,Italia,592909,0.0002593989971479603
2021,21,153.8,Italia,588045,0.0002615446096812319
2021,22,153.8,Italia,593757,0.00025902852513738785
2021,23,153.8,Italia,590841,0.0002603069184433714
2021,24,153.8,Italia,591788,0.0002598903661446329
2021,25,202.4,Italia,589181,0.00034352771049982943
2021,26,202.4,Italia,594222,0.0003406134407679285
2021,27,202.4,Italia,604340,0.00033491081179468513
2021,28,202.4,Italia,630071,0.00032123363874864895
2021,29,202.4,Italia,627765,0.0003224136420475815
2021,30,263.2,Italia,640573,0.00041088213209111214
2021,31,263.2,Italia,639502,0.0004115702531031959
2021,32,263.2,Italia,655408,0.0004015819153870566
2021,33,263.2,Italia,643652,0.00040891661953975126
2021,34,263.2,Italia,647011,0.0004067937021163473
2021,35,403.4,Italia,667278,0.0006045456316557716
2021,36,403.4,Italia,681128,0.0005922528511527936
2021,37,403.4,Italia,693606,0.0005815981984008212
2021,38,403.4,Italia,718130,0.0005617367329035132
2021,39,403.4,Italia,723110,0.0005578680975231984
2021,40,728.4,Italia,741417,0.0009824430785914
2021,41,728.4,Italia,764338,0.0009529815343473698
2021,42,728.4,Italia,804929,0.0009049245337166384
2021,43,728.4,Italia,831055,0.0008764762861663788
2021,44,728.4,Italia,866831,0.0008403022042358891
2021,45,1386.2,Italia,908080,0.0015265174874460402
2021,46,1386.2,Italia,944130,0.0014682300106976793
2021,47,1386.2,Italia,938013,0.0014778046786131963
2021,48,1386.2,Italia,946747,0.0014641715262894944
2021,49,1386.2,Italia,955531,0.001450711698521555
2021,50,2386.0,Italia,946253,0.0025215243703322473
2021,51,2386.0,Italia,970580,0.0024583238888087537
2021,52,2386.0,Italia,962254,0.002479594784744984
2021,53,2386.0,Italia,965612,0.002470971777484124
2021,54,2386.0,Italia,972976,0.0024522701484928715
2021,55,3736.6,Italia,969939,0.003852407213237121
2021,56,3736.6,Italia,981264,0.003807945670074516
2021,57,3736.6,Italia,919463,0.004063893816281895
2021,58,3736.6,Italia,886357,0.004215682845625408
2021,59,3736.6,Italia,866942,0.004310092255306583
2021,60,5259.8,Italia,838134,0.006275607480426758
2021,61,5259.8,Italia,815350,0.006450971975225364
2021,62,5259.8,Italia,776787,0.006771225574063418
2021,63,5259.8,Italia,766661,0.006860659404873863
2021,64,5259.8,Italia,749164,0.007020892621642258
2021,65,7483.0,Italia,732932,0.010209678387626682
2021,66,7483.0,Italia,719124,0.010405715843164739
2021,67,7483.0,Italia,682607,0.010962383919297634
2021,68,7483.0,Italia,672631,0.011124970451852501
2021,69,7483.0,Italia,667039,0.011218234615966983
2021,70,11945.2,Italia,686526,0.017399486690962907
2021,71,11945.2,Italia,684969,0.01743903738709343
2021,72,11945.2,Italia,708347,0.01686348639861537
2021,73,11945.2,Italia,685037,0.01743730630608274
2021,74,11945.2,Italia,676292,0.01766278471429501
2021,75,15664.2,Italia,514408,0.030450926113124215
2021,76,15664.2,Italia,521003,0.030065469872534323
2021,77,15664.2,Italia,515948,0.03036003628272617
2021,78,15664.2,Italia,502187,0.0311919663392322
2021,79,15664.2,Italia,493664,0.03173048875348415
2021,80,24562.0,Italia,527760,0.04654009398211308
2021,81,24562.0,Italia,502658,0.0488642377123213
2021,82,24562.0,Italia,468561,0.052420069105196546
2021,83,24562.0,Italia,413022,0.05946898712417256
2021,84,24562.0,Italia,365962,0.06711625797213919
2021,85,29397.0,Italia,349855,0.08402623944205456
2021,86,29397.0,Italia,313617,0.0937353523565368
2021,87,29397.0,Italia,277429,0.1059622461963241
2021,88,29397.0,Italia,241985,0.1214827365332562
2021,89,29397.0,Italia,213216,0.13787426834759117
2021,90,24394.8,Italia,191492,0.12739331146993085
2021,91,24394.8,Italia,148486,0.16429023611653623
2021,92,24394.8,Italia,120185,0.20297707700628198
2021,93,24394.8,Italia,96282,0.25336823082196047
2021,94,24394.8,Italia,73213,0.3332031196645404
2021,95,9910.833333333334,Italia,54860,0.18065682342933528
2021,96,9910.833333333334,Italia,40293,0.24596910960547325
2021,97,9910.833333333334,Italia,29016,0.3415644242257146
2021,98,9910.833333333334,Italia,20113,0.4927575863040488
2021,99,9910.833333333334,Italia,13635,0.7268671311575603
2021,100,9910.833333333334,Italia,17177,0.5769827870602162
2011,Total,593427.0,Italia,59948497,0.009898947091200636
2012,Total,612883.0,Italia,60105185,0.010196840755086272
2013,Total,600744.0,Italia,60277309,0.009966337415626832
2014,Total,598364.0,Italia,60345917,0.009915567278561696
2015,Total,647571.0,Italia,60295497,0.010739956252454474
2016,Total,615261.0,Italia,60163712,0.010226446799027294
2017,Total,649061.0,Italia,60066734,0.010805664912628677
2018,Total,633133.0,Italia,59937769,0.010563172613248252
2019,Total,634417.0,Italia,59816673,0.010606022839150549
2020,Total,740317.0,Italia,59641488,0.012412785542842258
2021,Total,701346.0,Italia,59236213,0.011839818321944383
